#hg19_chr	hg19_start	hg19_end	# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene Symbols	Gene Name	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
5	110073845	110100856	chr5	110738144	110765156	5q22.1	5q22.1	610826	SLC25A46, HMSN6B	Solute carrier family 25, member 46	SLC25A46	91137	ENSG00000164209		Neuropathy, hereditary motor and sensory, type VIB, 616505 (3), Autosomal recessive	Slc25a46 (MGI:1914703)
5	110427869	110466199	chr5	111092171	111130501	5q21.3-q22.1	5q22.1	609669	WDR36, TAWDRP, GLC1G	WD repeat-containing protein 36	WDR36	134430	ENSG00000134987		Glaucoma 1, open angle, G, 609887 (3)	Wdr36 (MGI:1917819)
5	112043194	112181935	chr5	112707497	112846238	5q22.2	5q22.2	611731	APC, GS, FPC, BTPS2, DESMD	Adenomatous polyposis coli	APC	324	ENSG00000134982	150kb distal to MCC	Adenoma, periampullary, somatic (3); Desmoid disease, hereditary, 135290 (3), Autosomal dominant; Adenomatous polyposis coli, 175100 (3), Autosomal dominant; Gardner syndrome, 175100 (3), Autosomal dominant; Hepatoblastoma, somatic, 114550 (3); Colorectal cancer, somatic, 114500 (3); Brain tumor-polyposis syndrome 2, 175100 (3), Autosomal dominant; Gastric cancer, somatic, 613659 (3)	Apc (MGI:88039)
5	112357797	112824149	chr5	113022100	113488452	5q21	5q22.2	159350	MCC	Mutated in colorectal cancers	MCC	4163	ENSG00000171444		Colorectal cancer, somatic, 114500 (3)	Mcc (MGI:96930)
5	114460468	114516242	chr5	115124771	115180545	5q22.3	5q22.3	609317	TRIM36, RBCC728, ANPH	Tripartite motif-containing protein 36	TRIM36	55521	ENSG00000152503	mutation identified in 1 ANPH patient	?Anencephaly, 206500 (3), Autosomal recessive	Trim36 (MGI:106264)
5	118788191	118878026	chr5	119452496	119542331	5q23.1	5q23.1	601860	HSD17B4, PRLTS1	Hydroxysteroid (17-beta) dehydrogenase 4	HSD17B4	3295	ENSG00000133835		D-bifunctional protein deficiency, 261515 (3), Autosomal recessive; Perrault syndrome 1, 233400 (3), Autosomal recessive	Hsd17b4 (MGI:105089)
5	121398889	121413953	chr5	122063194	122078258	5q23.3-q31.2	5q23.1	153455	LOX, AAT10	Lysyl oxidase	LOX	4015	ENSG00000113083		Aortic aneurysm, familial thoracic 10, 617168 (3), Autosomal dominant	Lox (MGI:96817)
5	122424842	122529959	chr5	123089147	123194265	5q23.2	5q23.2	616982	PRDM6, PRISM, PDA3	PR domain-containing protein 6	PRDM6	93166	ENSG00000061455		Patent ductus arteriosus 3, 617039 (3), Autosomal dominant	Prdm6 (MGI:2684938)
5	122680578	122759535	chr5	123344884	123423841	5q23.2	5q23.2	613446	CEP120, CCDC100, SRTD13, JBTS31	Centrosomal protein, 120kD	CEP120	153241	ENSG00000168944		Joubert syndrome 31, 617761 (3), Autosomal recessive; Short-rib thoracic dysplasia 13 with or without polydactyly, 616300 (3), Autosomal recessive	Cep120 (MGI:2147298)
5	125877532	125930910	chr5	126541840	126595218	5q31	5q23.2	107323	ALDH7A1, ATQ1, EPD, PDE	Aldehyde dehydrogenase 7 family, member A1 (antiquitin 1)	ALDH7A1	501	ENSG00000164904		Epilepsy, pyridoxine-dependent, 266100 (3), Autosomal recessive	Aldh7a1 (MGI:108186)
5	126112314	126172711	chr5	126776622	126837019	5q23.2	5q23.2	150340	LMNB1, ADLD	Lamin B1	LMNB1	4001	ENSG00000113368		Leukodystrophy, adult-onset, autosomal dominant, 169500 (3), Autosomal dominant	Lmnb1 (MGI:96795)
5	126565210	126796913	chr5	127229518	127461221	5q23.2	5q23.2	612453	MEGF10, KIAA1780, EMARDD	Multiple epidermal growth factor-like domains 10	MEGF10	84466	ENSG00000145794		Myopathy, areflexia, respiratory distress, and dysphagia, early-onset, mild variant, 614399 (3), Autosomal recessive; Myopathy, areflexia, respiratory distress, and dysphagia, early-onset, 614399 (3), Autosomal recessive	Megf10 (MGI:2685177)
5	127593600	127873937	chr5	128257908	128538244	5q23-q31	5q23.3	612570	FBN2, CCA, EOMD	Fibrillin-2	FBN2	2201	ENSG00000138829		Contractural arachnodactyly, congenital, 121050 (3), Autosomal dominant; Macular degeneration, early-onset, 616118 (3), Autosomal dominant	Fbn2 (MGI:95490)
5	130494719	130501040	chr5	131159026	131165347	5q31.2	5q23.3	601314	HINT1, PRKCNH1, NMAN	Histidine triad nucleotide-binding protein 1 (protein kinase C inhibitor 1)	HINT1	3094	ENSG00000169567		Neuromyotonia and axonal neuropathy, autosomal recessive, 137200 (3), Autosomal recessive	Hint1 (MGI:1321133)
5	130506636	130541120	chr5	131170943	131205427	5q23.3	5q23.3-q31.1	615831	LYRM7, MZM1L, MC3DN8	LYR motif-containing protein 7	LYRM7	90624	ENSG00000186687		Mitochondrial complex III deficiency, nuclear type 8, 615838 (3), Autosomal recessive	Lyrm7 (MGI:1922780)
5	131285665	131347760	chr5	131949972	132012067	5q31	5q31.1	604443	ACSL6, FACL6, ACS2	Acyl-CoA synthetase long-chain family member 6	ACSL6	23305	ENSG00000164398		Myelodysplastic syndrome (3); Myelogenous leukemia, acute (3)	Acsl6 (MGI:894291)
5	131525839	131563545	chr5	132190146	132227852	5q31	5q31.1	600608	P4HA2, MYP25	Procollagen-proline, 2-oxoglutarate-4-dioxygenase, alpha subunit, isoform 2	P4HA2	8974	ENSG00000072682		Myopia 25, autosomal dominant, 617238 (3), Autosomal dominant	P4ha2 (MGI:894286)
5	131593350	131609146	chr5	132257657	132273453	5q31.1	5q31.1	603422	RIL	LIM domain protein ril	PDLIM4	8572	ENSG00000131435		{Osteoporosis, susceptibility to}, 166710 (3), Autosomal dominant	Pdlim4 (MGI:1353470)
5	131630076	131679891	chr5	132294383	132344198	5q31	5q31.1	604190	SLC22A4, OCTN1	Solute carrier family 22 (organic cation transporter), member 4	SLC22A4	6583	ENSG00000197208		{Rheumatoid arthritis, susceptibility to}, 180300 (3)	Slc22a4 (MGI:1353479)
5	131705395	131731305	chr5	132369703	132395613	5q31.1	5q31.1	603377	SLC22A5, OCTN2, CDSP, SCD	Solute carrier, family 22 (organic cation transporter), member 5	SLC22A5	6584	ENSG00000197375		Carnitine deficiency, systemic primary, 212140 (3), Autosomal recessive	Slc22a5 (MGI:1329012)
5	131817300	131826480	chr5	132481608	132490788	5q31.1	5q31.1	147575	IRF1, MAR	Interferon regulatory factor-1	IRF1	3659	ENSG00000125347		Gastric cancer, somatic, 613659 (3); Myelogenous leukemia, acute (3); Myelodysplastic syndrome, preleukemic (3); Nonsmall cell lung cancer, somatic, 211980 (3)	Irf1 (MGI:96590)
5	131892668	131982040	chr5	132556976	132646348	5q31	5q31.1	604040	RAD50, NBSLD	RAD50 double strand break repair protein	RAD50	10111	ENSG00000113522		Nijmegen breakage syndrome-like disorder, 613078 (3)	Rad50 (MGI:109292)
5	131992213	131996801	chr5	132656521	132661109	5q31	5q31.1	147683	IL13, ALRH, BHR1	Interleukin-13	IL13	3596	ENSG00000169194		{Allergic rhinitis, susceptibility to}, 607154 (3); {Asthma, susceptibility to}, 600807 (3), Autosomal dominant	Il13 (MGI:96541)
5	132196872	132202575	chr5	132861180	132866883	5q31.1	5q31.1	601918	GDF9, POF14	Growth/differentiation factor 9	GDF9	2661	ENSG00000164404	mutation identified in 1 patient	?Premature ovarian failure 14, 618014 (3), Autosomal recessive	Gdf9 (MGI:95692)
5	132202333	132204538	chr5	132866641	132868846	5q31.1	5q31.1	612080	UQCRQ, QPC, MC3DN4	Ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kD	UQCRQ	27089	ENSG00000164405		Mitochondrial complex III deficiency, nuclear type 4, 615159 (3), Autosomal recessive	Uqcrq (MGI:107807)
5	132211072	132299346	chr5	132875380	132963654	5q31	5q31.1	604417	AFF4, AF5Q31, CHOPS	AF4/FMR2 family, member 4	AFF4	27125	ENSG00000072364		CHOPS syndrome, 616368 (3), Autosomal dominant	Aff4 (MGI:2136171)
5	133530022	133561763	chr5	134194331	134226072	5q23-q31	5q31.1	176915	PPP2CA, NEDLBA	Protein phosphatase-2 (formerly 2A), catalytic subunit, alpha isoform	PPP2CA	5515	ENSG00000113575		Neurodevelopmental disorder and language delay with or without structural brain abnormalities, 618354 (3), Autosomal dominant	Ppp2ca (MGI:1321159)
5	133936838	133968517	chr5	134601148	134632827	5q31.1	5q31.1	607690	SAR1B, CMRD, SARA2, ANDD	Sar1a, S. cerevisiae, homolog 2	SAR1B	51128	ENSG00000152700		Chylomicron retention disease, 246700 (3), Autosomal recessive	Sar1b (MGI:1913647)
5	134363423	134369917	chr5	135027733	135034227	5q31	5q31.1	602149	PITX1, PTX1, BFT, POTX, CCF, LBNBG	Paired-like homeodomain transcription factor-1	PITX1	5307	ENSG00000069011		Clubfoot, congenital, with or without deficiency of long bones and/or mirror-image polydactyly, 119800 (3), Autosomal dominant; Liebenberg syndrome, 186550 (4), Autosomal dominant	Pitx1 (MGI:107374)
5	135364676	135399506	chr5	136028987	136063817	5q31	5q31.1	601692	TGFBI, CSD2, CDGG1, CSD, BIGH3, CDG2, EBMD	Transforming growth factor, beta-induced, 68kD	TGFBI	7045	ENSG00000120708		Corneal dystrophy, lattice type IIIA, 608471 (3), Autosomal dominant; Corneal dystrophy, Groenouw type I, 121900 (3), Autosomal dominant; Corneal dystrophy, lattice type I, 122200 (3), Autosomal dominant; Corneal dystrophy, Reis-Bucklers type, 608470 (3); Corneal dystrophy, Thiel-Behnke type, 602082 (3), Autosomal dominant; Corneal dystrophy, epithelial basement membrane, 121820 (3), Autosomal dominant; Corneal dystrophy, Avellino type, 607541 (3), Autosomal dominant	Tgfbi (MGI:99959)
5	136953188	137071777	chr5	137617499	137736088	5q31	5q31.2	605775	KLHL3, PHA2D	Kelch-like 3	KLHL3	26249	ENSG00000146021		Pseudohypoaldosteronism, type IID, 614495 (3), Autosomal dominant, Autosomal recessive	Klhl3 (MGI:2445185)
5	137202970	137223539	chr5	137867281	137887850	5q31	5q31.2	604103	MYOT, TTOD, MFM3	Myotilin (titin immunoglobulin domain protein)	MYOT	9499	ENSG00000120729		Myopathy, myofibrillar, 3, 609200 (3), Autosomal dominant; Myopathy, spheroid body, 182920 (3), Autosomal dominant	Myot (MGI:1889800)
5	137688373	137772715	chr5	138352684	138437026	5q31	5q31.2	609373	KDM3B, C5orf7, KIAA1082, JMJD1B, DIJOS	Lysine-specific demethylase 3B	KDM3B	51780	ENSG00000120733		Diets-Jongmans syndrome, 618846 (3), Autosomal dominant	Kdm3b (MGI:1923356)
5	137774745	137782653	chr5	138439056	138446964	5q31	5q31.2	609347	REEP2, C5orf19, SPG72	Receptor expression-enhancing protein 2	REEP2	51308	ENSG00000132563	mutation identified in 1 family each SPG72 AR and AD	?Spastic paraplegia 72, autosomal dominant, 615625 (3), Autosomal dominant, Autosomal recessive; ?Spastic paraplegia 72, autosomal recessive, 615625 (3), Autosomal dominant, Autosomal recessive	Reep2 (MGI:2385070)
5	137889444	137911089	chr5	138553755	138575400	5q31.2	5q31.2	600548	HSPA9, HSPA9B, MOT2, GRP75, EVPLS, SIDBA4	Heat-shock 70kD protein-9 (mortalin)	HSPA9	3313	ENSG00000113013		Even-plus syndrome, 616854 (3), Autosomal recessive; Anemia, sideroblastic, 4, 182170 (3), Autosomal dominant	Hspa9 (MGI:96245)
5	138089074	138270722	chr5	138753385	138935033	5q31	5q31.2	116805	CTNNA1, MDPT2	Catenin (cadherin-associated protein), alpha 1, 102kD	CTNNA1	1495	ENSG00000044115		Macular dystrophy, patterned, 2, 608970 (3), Autosomal dominant	Ctnna1 (MGI:88274)
5	138282412	138534056	chr5	138946723	139198367	5q31	5q31.2	608005	SIL1, BAP, MSS	SIL1 nucleotide exchange factor	SIL1	64374	ENSG00000120725		Marinesco-Sjogren syndrome, 248800 (3), Autosomal recessive	Sil1 (MGI:1932040)
5	138609440	138667365	chr5	139273751	139331676	5q31.2	5q31.2	164015	MATR3, MPD2, ALS21	Matrin 3	MATR3	9782	ENSG00000015479		Amyotrophic lateral sclerosis 21, 606070 (3), Autosomal dominant	Matr3 (MGI:1298379)
5	138855117	138862342	chr5	139475532	139482757	5q31.2	5q31.2	612374	STING1, TMEM173, MPYS, SAVI	Stimulator of interferon response cGAMP interactor 1	STING1	340061	ENSG00000184584		STING-associated vasculopathy, infantile-onset, 615934 (3), Autosomal dominant	Sting1 (MGI:1919762)
5	139493693	139505203	chr5	140114108	140125618	5q31	5q31.3	600473	PURA, PUR1, MRD31	Purine-rich element binding protein A	PURA	5813	ENSG00000185129		Mental retardation, autosomal dominant 31, 616158 (3), Autosomal dominant	Pura (MGI:103079)
5	139712427	139726187	chr5	140332842	140346602	5q23	5q31.3	126150	HBEGF, DTR, DTSF, HEGFL	Heparin-binding EGF-like growth factor (diphtheria toxin receptor)	HBEGF	1839	ENSG00000113070		{Diphtheria, susceptibility to} (1)	Hbegf (MGI:96070)
5	140024869	140027369	chr5	140645284	140647784	5q31.2	5q31.3	602137	NDUFA2, MC1DN13	NADH-ubiquinone oxidoreductase subunit A2	NDUFA2	4695	ENSG00000131495	mutation identified in 1 MC1DN13 patient	?Mitochondrial complex I deficiency, nuclear type 13, 618235 (3), Autosomal recessive	Ndufa2 (MGI:1343103)
5	140053488	140071311	chr5	140673903	140691726	5q31.3	5q31.3	142810	HARS1, HARS, USH3B, CMT2W	Histidyl-tRNA synthetase 1	HARS1	3035	ENSG00000170445		Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Hars (MGI:108087)
5	140071028	140078892	chr5	140691443	140699307	5q31.3	5q31.3	600783	HARS2, HARSL, HARSR, HO3, PRLTS2	Histidyl-tRNA synthetase 2	HARS2	23438	ENSG00000112855	mutation identified in 1 PRLTS2 family	?Perrault syndrome 2, 614926 (3), Autosomal recessive	Hars2 (MGI:1918041)
5	140894582	140998621	chr5	141515015	141619054	5q31	5q31.3	602121	DIAPH1, DFNA1, LFHL1, SCBMS	Diaphanous-related formin 1	DIAPH1	1729	ENSG00000131504		Seizures, cortical blindness, microcephaly syndrome, 616632 (3), Autosomal recessive; Deafness, autosomal dominant 1, with or without thrombocytopenia, 124900 (3), Autosomal dominant	Diaph1 (MGI:1194490)
5	141323145	141338376	chr5	141943580	141958811	5q31	5q31.3	605622	PCDH12, VECAD2, DMJDS1	Protocadherin 12 (cadherin, vascular endothelial, 2)	PCDH12	51294	ENSG00000113555		Diencephalic-mesencephalic junction dysplasia syndrome 1, 251280 (3), Autosomal recessive	Pcdh12 (MGI:1855700)
5	141689994	141704585	chr5	142310429	142325020	5q31.3	5q31.3	607984	SPRY4, HH17	SPRY domain containing 4	SPRY4	81848	ENSG00000187678		Hypogonadotropic hypogonadism 17 with or without anosmia, 615266 (3), Autosomal dominant	Spry4 (MGI:1345144)
5	142149934	142608575	chr5	142770369	143229010	5q31	5q31.3	605370	ARHGAP26, GRAF	RHO GTPase-activating protein 26	ARHGAP26	23092	ENSG00000145819		Leukemia, juvenile myelomonocytic, somatic, 607785 (3)	Arhgap26 (MGI:1918552)
5	142657495	142815076	chr5	143277930	143435511	5q31	5q31.3	138040	NR3C1, GCR, GRL, GCRST	Nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	NR3C1	2908	ENSG00000113580		Glucocorticoid resistance, 615962 (3), Autosomal dominant	Nr3c1 (MGI:95824)
5	145238100	145311235	chr5	145858537	145931672	5q32	5q32	615762	GRXCR2, DFNB101	Glutaredoxin, cysteine-rich, 2	GRXCR2	643226	ENSG00000204928	mutation identified in 1 DFNB101 family	?Deafness, autosomal recessive 101, 615837 (3), Autosomal recessive	Grxcr2 (MGI:2685697)
5	145492588	145562349	chr5	146113025	146182786	5q32	5q32	151350	LARS1, LARS, LFIS, ILFS1	Leucyl-tRNA synthetase 1	LARS1	51520	ENSG00000133706	mutation identified in 1 family	?Infantile liver failure syndrome 1, 615438 (3), Autosomal recessive	Lars (MGI:1913808)
5	145718401	145721290	chr5	146338838	146341727	5q31	5q32	602460	POU4F3, BRN3C	POU domain, class 4, transcription factor-3	POU4F3	5459	ENSG00000091010		Deafness, autosomal dominant 15, 602459 (3), Autosomal dominant	Pou4f3 (MGI:102523)
5	145960304	146461082	chr5	146580741	147081519	5q31-q33	5q32	604325	PPP2R2B	Protein phosphatase 2, regulatory subunit B, beta	PPP2R2B	5521	ENSG00000156475		Spinocerebellar ataxia 12, 604326 (3), Autosomal dominant	Ppp2r2b (MGI:1920180)
5	147204144	147218758	chr5	147824581	147839195	5q32	5q32	167790	SPINK1, PSTI, PCTT, TATI, TCP	Serine protease inhibitor, Kazal type I (pancreatic secretory trypsin inhibitor)	SPINK1	6690	ENSG00000164266		{Fibrocalculous pancreatic diabetes, susceptibility to}, 608189 (3), Autosomal dominant, Autosomal recessive; Pancreatitis, hereditary, 167800 (3), Autosomal dominant; Tropical calcific pancreatitis, 608189 (3), Autosomal dominant, Autosomal recessive	Spink1 (MGI:106202)
5	147258273	147261753	chr5	147878710	147882190	5q31-q34	5q32	606531	SCGB3A2, UGRP1	Secretoglobin, family 3A, member 2 (uteroglobin-related protein 1)	SCGB3A2	117156	ENSG00000164265		{Asthma, susceptibility to}, 600807 (3), Autosomal dominant	Scgb3a2 (MGI:2153470)
5	147443542	147516944	chr5	148063979	148137381	5q32	5q32	605010	SPINK5, LEKTI	Serine protease inhibitor, Kazal type, 5	SPINK5	11005	ENSG00000133710		Netherton syndrome, 256500 (3), Autosomal recessive	Spink5 (MGI:1919682)
5	147763497	147822398	chr5	148383934	148442835	5q33.1	5q32	608533	FBXO38, FBX38, MOKA, HMN2D	F-box only protein 38	FBXO38	81545	ENSG00000145868		Neuronopathy, distal hereditary motor, type IID, 615575 (3), Autosomal dominant	
5	148206173	148208185	chr5	148826610	148828622	5q32-q34	5q32	109690	ADRB2	Adrenergic, beta-2-, receptor, surface	ADRB2	154	ENSG00000169252		{Asthma, nocturnal, susceptibility to}, 600807 (3), Autosomal dominant; {Obesity, susceptibility to}, 601665 (3), Autosomal dominant, Autosomal recessive, Multifactorial; Beta-2-adrenoreceptor agonist, reduced response to (3)	Adrb2 (MGI:87938)
5	148361712	148442624	chr5	148982149	149063061	5q32	5q32	608206	SH3TC2, KIAA1985, MNMN	SH3 domain and tetratricopeptide repeat domain 2	SH3TC2	79628	ENSG00000169247		Charcot-Marie-Tooth disease, type 4C, 601596 (3), Autosomal recessive; Mononeuropathy of the median nerve, mild, 613353 (3), Autosomal dominant	Sh3tc2 (MGI:2444417)
5	149237515	149324355	chr5	149857952	149944792	5q31.2-q34	5q32	180071	PDE6A, PDEA, RP43	Phosphodiesterase-6A, cGMP-specific, rod, alpha	PDE6A	5145	ENSG00000132915		Retinitis pigmentosa 43, 613810 (3)	Pde6a (MGI:97524)
5	149340320	149366962	chr5	149960757	149987399	5q32-q33.1	5q32	606718	SLC26A2, DTD, DTDST, D5S1708, EDM4	Solute carrier family 26 (sulfate transporter), member 2 (diastrophic dysplasia sulfate transporter)	SLC26A2	1836	ENSG00000155850	distal to APC	De la Chapelle dysplasia, 256050 (3), Autosomal recessive; Atelosteogenesis, type II, 256050 (3), Autosomal recessive; Diastrophic dysplasia, broad bone-platyspondylic variant, 222600 (3), Autosomal recessive; Diastrophic dysplasia, 222600 (3), Autosomal recessive; Achondrogenesis Ib, 600972 (3), Autosomal recessive; Epiphyseal dysplasia, multiple, 4, 226900 (3), Autosomal recessive	Slc26a2 (MGI:892977)
5	149432853	149492934	chr5	150053290	150113371	5q32	5q32	164770	CSF1R, FMS, HDLS, BANDDOS	Colony-stimulating factor-1 receptor; oncogene FMS (McDonough feline sarcoma)	CSF1R	1436	ENSG00000182578	FMS2 is 5' end	Brain abnormalities, neurodegeneration, and dysosteosclerosis, 618476 (3), Autosomal recessive; Leukoencephalopathy, diffuse hereditary, with spheroids, 221820 (3), Autosomal dominant	Csf1r (MGI:1339758)
5	149493401	149535407	chr5	150113838	150155844	5q32	5q32	173410	PDGFRB, PDGFR, IBGC4, IMF1, PENTT, KOGS	Platelet-derived growth factor receptor, beta polypeptide	PDGFRB	5159	ENSG00000113721	fusion gene with ETV6, HIP1, RABPT5, or H4 in chronic myeloproliferative disorders	Myeloproliferative disorder with eosinophilia, 131440 (4), Autosomal dominant; Basal ganglia calcification, idiopathic, 4, 615007 (3), Autosomal dominant; Kosaki overgrowth syndrome, 616592 (3), Autosomal dominant; Premature aging syndrome, Penttinen type, 601812 (3), Autosomal dominant; Myofibromatosis, infantile, 1, 228550 (3), Autosomal dominant	Pdgfrb (MGI:97531)
5	149599053	149669692	chr5	150219490	150290129	5q32	5q32	114078	CAMK2A, KIAA0968, CAMKA, MRD53, MRT63	Calcium/calmodulin-dependent protein kinase II-alpha	CAMK2A	815	ENSG00000070808	mutation identified in 1 MRT63 family	?Mental retardation, autosomal recessive 63, 618095 (3), Autosomal recessive; Mental retardation, autosomal dominant 53, 617798 (3), Autosomal dominant	Camk2a (MGI:88256)
5	149737201	149779870	chr5	150357638	150400307	5q32-q33.1	5q32-q33	606847	TCOF1, MFD1, TCS1	Treacle	TCOF1	6949	ENSG00000070814	prox. to SPARC	Treacher Collins syndrome 1, 154500 (3), Autosomal dominant	Tcof1 (MGI:892003)
5	149822197	149829301	chr5	150442634	150449738	5q32	5q33.1	130620	RPS14, EMTB	Ribosomal protein S14	RPS14	6208	ENSG00000164587		Macrocytic anemia, refractory, due to 5q deletion, somatic, 153550 (3)	Rps14 (MGI:98107)
5	149877340	149937772	chr5	150497778	150558210	5q32-q33.3	5q33.1	600853	NDST1, HSST, MRT46	N-deacetylase/N-sulfotransferase (heparan sulfate-N-deacetylase/N-sulfotransferase)	NDST1	3340	ENSG00000070614		Mental retardation, autosomal recessive 46, 616116 (3), Autosomal recessive	Ndst1 (MGI:104719)
5	150226082	150281963	chr5	150846520	150902401	5q33.1	5q33.1	608212	IRGM, LRG47, IFI1, IBD19	Immunity-related GTPase family, M	IRGM	345611	ENSG00000237693		{Mycobacterium tuberculosis, protection against}, 607948 (3); {Inflammatory bowel disease (Crohn disease) 19}, 612278 (3)	Irgm2 (MGI:1926262)
5	150632745	150650000	chr5	151253184	151270439	5q31.3-q33.1	5q33.1	613109	GM2A	GM2 ganglioside activator protein	GM2A	2760	ENSG00000196743	pseudogene on chr.3	GM2-gangliosidosis, AB variant, 272750 (3), Autosomal recessive	Gm2a (MGI:95762)
5	150694532	150727143	chr5	151314971	151347582	5q33.1	5q33.1	608331	SLC36A2, PAT2	Solute carrier family 36 (proton/amino acid symporter), member 2	SLC36A2	153201	ENSG00000186335		Iminoglycinuria, digenic, 242600 (3), Digenic recessive, Autosomal recessive; Hyperglycinuria, 138500 (3), Autosomal dominant	Slc36a2 (MGI:1891430)
5	150883652	150974382	chr5	151504091	151594821	5q32-q33	5q33.1	604269	FAT2, MEGF1, SCA45	FAT atypical cadherin 2	FAT2	2196	ENSG00000086570		Spinocerebellar ataxia 45, 617769 (3), Autosomal dominant	Fat2 (MGI:2685369)
5	151040656	151066475	chr5	151661095	151686914	5q31.3-q32	5q33.1	182120	SPARC, ON, OI17	Osteonectin (secreted protein, acidic, cysteine-rich)	SPARC	6678	ENSG00000113140		Osteogenesis imperfecta, type XVII, 616507 (3), Autosomal recessive	Sparc (MGI:98373)
5	151202073	151304411	chr5	151822512	151924850	5q32	5q33.1	138491	GLRA1, STHE, HKPX1	Glycine receptor, alpha-1 polypeptide	GLRA1	2741	ENSG00000145888		Hyperekplexia 1, 149400 (3), Autosomal dominant, Autosomal recessive	Glra1 (MGI:95747)
5	155108195	156194798	chr5	155728635	156767787	5q33	5q33.2-q33.3	601411	SGCD, SGD, LGMDR6, CMD1L	Sarcoglycan, delta (35kD dystrophin-associated glycoprotein)	SGCD	6444	ENSG00000170624	mutant in Syrian hamster cardiomyopathy	Cardiomyopathy, dilated, 1L, 606685 (3); Muscular dystrophy, limb-girdle, autosomal recessive 6, 601287 (3), Autosomal recessive	Sgcd (MGI:1346525)
5	156512842	156536054	chr5	157085831	157109043	5q33.2	5q33.3	606652	HAVCR2, TIM3, SPTCL	Hepatitis A virus cellular receptor 2	HAVCR2	84868	ENSG00000135077		T-cell lymphoma, subcutaneous panniculitis-like, 618398 (3), Autosomal recessive	Havcr2 (MGI:2159682)
5	156607850	156682194	chr5	157180839	157255184	5q32	5q33.3	186973	ITK, EMT, LPFS1	T-cell-specific tyrosine kinase; homolog of mouse T-cell itk/tsk tyrosine kinase	ITK	3702	ENSG00000113263		Lymphoproliferative syndrome 1, 613011 (3), Autosomal recessive	Itk (MGI:96621)
5	156693100	156822601	chr5	157266090	157395593	5q33.3	5q33.3	606323	CYFIP2, EIEE65	Cytoplasmic FMRP interacting protein 2	CYFIP2	26999	ENSG00000055163		Epileptic encephalopathy, early infantile, 65, 618008 (3), Autosomal dominant	Cyfip2 (MGI:1924134)
5	156887026	156901729	chr5	157460018	157474721	5q33	5q33.3	609383	NIPAL4, ICHYN, ARCI6	NIPA-like domain-containing 4	NIPAL4	348938	ENSG00000172548		Ichthyosis, congenital, autosomal recessive 6, 612281 (3), Autosomal recessive	Nipal4 (MGI:2444671)
5	157158427	157168456	chr5	157731419	157741448	5q33.3	5q33.3	618802	THG1L, THG1, ICF45, IHG1, SCAR28	tRNA-histidine guanylyltransferase 1-like protein	THG1L	54974	ENSG00000113272		Spinocerebellar ataxia, autosomal recessive 28, 618800 (3), Autosomal recessive	Thg1l (MGI:1913878)
5	158741787	158757494	chr5	159314779	159330486	5q33.3	5q33.3	161561	IL12B, NKSF2, IMD29	Interleukin-12B (natural killer cell stimulatory factor-2, cytotoxic lymphocyte maturation factor-2, p40)	IL12B	3593	ENSG00000113302	between GLR1 and GABRA1	Immunodeficiency 29, mycobacteriosis, 614890 (3), Autosomal recessive	Il12b (MGI:96540)
5	160715435	160975409	chr5	161288428	161548403	5q34-q35	5q34	600232	GABRB2, ICEE2	Gamma-aminobutyric acid (GABA) A receptor, beta-2	GABRB2	2561	ENSG00000145864		Epileptic encephalopathy, infantile or early childhood, 2, 617829 (3), Autosomal dominant	Gabrb2 (MGI:95620)
5	161274196	161326976	chr5	161847190	161899970	5q34-q35	5q34	137160	GABRA1, EJM5, ECA4, EIEE19	Gamma-aminobutyric acid (GABA) A receptor, alpha-1	GABRA1	2554	ENSG00000022355	in same 200kb as GABRG2	{Epilepsy, childhood absence, susceptibility to, 4}, 611136 (3); {Epilepsy, juvenile myoclonic, susceptibility to, 5}, 611136 (3); Epileptic encephalopathy, early infantile, 19, 615744 (3), Autosomal dominant	Gabra1 (MGI:95613)
5	161494470	161582544	chr5	162067464	162155538	5q34	5q34	137164	GABRG2, EIEE74, FEB8, ECA2, GEFSP3	Gamma-aminobutyric acid (GABA) A receptor, gamma-2	GABRG2	2566	ENSG00000113327	in alpha/beta/gamma cluster	Epileptic encephalopathy, early infantile, 74, 618396 (3), Autosomal dominant; Febrile seizures, familial, 8, 607681 (3), Autosomal dominant; Epilepsy, generalized, with febrile seizures plus, type 3, 607681 (3), Autosomal dominant	Gabrg2 (MGI:95623)
5	162887637	162918946	chr5	163460631	163491940	5q33.2	5q34	600936	HMMR	Hyaluronan-mediated motility receptor (RHAMM)	HMMR	3161	ENSG00000072571		{Breast cancer, susceptibility to}, 114480 (3), Autosomal dominant, Somatic mutation	Hmmr (MGI:104667)
5	167718649	167899307	chr5	168291644	168472302	5q34-q35.2	5q34	610533	WWC1, KIBRA, KIAA0869, MEMRYQTL	WW, C2, and coiled-coil domain-containing 1	WWC1	23286	ENSG00000113645		[Memory, enhanced, QTL], 615602 (3)	Wwc1 (MGI:2388637)
